timestamp_computer,timestamp,sensor1,sensor2,mag,width,crack_x,crack_size
1780352838.185,1413155.0,7052.959,9.41489,,,,
1780352838.187,1413180.0,7052.951,9.415132,,,,
1780352838.188,1413205.0,7052.944,9.415132,,,,
1780352838.253,1413230.0,7052.822,9.415372,,,,
1780352838.253,1413255.0,7052.761,9.415372,,,,
1780352838.320,1413280.0,7052.83,9.415132,,,,
1780352838.320,1413305.0,7052.73,9.415132,,,,
1780352838.321,1413330.0,7052.724,9.415132,,,,
1780352838.403,1413355.0,7052.77,9.415372,,,,
1780352838.403,1413380.0,7052.754,9.415372,,,,
1780352838.404,1413405.0,7052.853,9.415372,,,,
1780352838.469,1413430.0,7052.857,9.415613,,,,
1780352838.470,1413455.0,7052.933,9.415854,,,,
1780352838.471,1413480.0,7053.02,9.416096,,,,
1780352838.535,1413505.0,7053.089,9.416337,,,,
1780352838.535,1413530.0,7053.146,9.416337,,,,
1780352838.536,1413555.0,7053.146,9.416337,,,,
1780352838.602,1413580.0,7053.225,9.416096,,,,
1780352838.602,1413605.0,7053.216,9.416337,,,,
1780352838.668,1413630.0,7053.186,9.416337,,,,
1780352838.669,1413655.0,7053.196,9.416577,,,,
1780352838.669,1413680.0,7053.205,9.416337,,,,
1780352838.734,1413705.0,7053.201,9.416337,,,,
1780352838.735,1413730.0,7053.133,9.416096,,,,
1780352838.735,1413755.0,7053.206,9.415854,,,,
1780352838.802,1413780.0,7053.096,9.415854,,,,
1780352838.802,1413805.0,7053.02,9.415854,,,,
1780352838.870,1413830.0,7053.02,9.415854,,,,
1780352838.870,1413855.0,7053.125,9.415613,,,,
1780352838.871,1413880.0,7053.091,9.415613,,,,
1780352838.936,1413905.0,7053.164,9.415854,,,,
1780352838.937,1413930.0,7053.319,9.415854,,,,
1780352838.938,1413955.0,7053.308,9.415613,,,,
1780352839.001,1413980.0,7053.194,9.415372,,,,
1780352839.002,1414005.0,7053.248,9.415132,,,,
1780352839.079,1414030.0,7053.134,9.41489,,,,
1780352839.080,1414055.0,7053.058,9.414889,,,,
1780352839.081,1414080.0,7053.02,9.414648,,,,
1780352839.081,1414105.0,7052.973,9.414649,,,,
1780352839.152,1414130.0,7052.924,9.414649,,,,
1780352839.153,1414155.0,7052.803,9.41489,,,,
1780352839.235,1414180.0,7052.712,9.41489,,,,
1780352839.235,1414205.0,7052.652,9.415132,,,,
1780352839.236,1414230.0,7052.641,9.415132,,,,
1780352839.237,1414255.0,7052.713,9.415132,,,,
1780352839.319,1414280.0,7052.736,9.415132,,,,
1780352839.320,1414305.0,7052.797,9.415372,,,,
1780352839.320,1414330.0,7052.869,9.415372,,,,
1780352839.385,1414355.0,7052.892,9.415613,,,,
1780352839.386,1414380.0,7052.884,9.415854,,,,
1780352839.386,1414405.0,7053.009,9.415854,,,,
1780352839.455,1414430.0,7053.006,9.415854,,,,
1780352839.456,1414455.0,7053.066,9.415854,,,,
1780352839.458,1414480.0,7053.1,9.416096,,,,
1780352839.534,1414505.0,7053.21,9.416337,,,,
1780352839.534,1414530.0,7053.016,9.416337,,,,
1780352839.534,1414555.0,7052.985,9.416577,,,,
1780352839.601,1414580.0,7053.058,9.416819,,,,
1780352839.602,1414605.0,7053.038,9.416819,,,,
1780352839.668,1414630.0,7052.917,9.41706,,,,
1780352839.669,1414655.0,7052.897,9.41706,,,,
1780352839.669,1414680.0,7052.989,9.416819,,,,
1780352839.733,1414705.0,7052.985,9.41706,,,,
1780352839.734,1414730.0,7052.951,9.41706,,,,
1780352839.734,1414755.0,7052.962,9.416819,,,,
1780352839.802,1414780.0,7053.077,9.416577,,,,
1780352839.802,1414805.0,7053.138,9.416819,,,,
1780352839.870,1414830.0,7053.209,9.416577,,,,
1780352839.871,1414855.0,7053.268,9.416577,,,,
1780352839.871,1414880.0,7053.271,9.416337,,,,
1780352839.935,1414905.0,7053.283,9.416096,,,,
1780352839.935,1414930.0,7053.18,9.416096,,,,
1780352839.935,1414955.0,7053.04,9.416096,,,,
1780352840.001,1414980.0,7052.94,9.415854,,,,
1780352840.002,1415005.0,7052.929,9.415613,,,,
1780352840.079,1415030.0,7052.864,9.415613,,,,
1780352840.081,1415055.0,7052.803,9.415613,,,,
1780352840.081,1415080.0,7052.738,9.415613,,,,
1780352840.082,1415105.0,7052.719,9.415613,,,,
1780352840.152,1415130.0,7052.647,9.415613,,,,
1780352840.153,1415155.0,7052.723,9.415613,,,,
1780352840.236,1415180.0,7052.667,9.415613,,,,
1780352840.237,1415205.0,7052.557,9.415613,,,,
1780352840.237,1415230.0,7052.633,9.415854,,,,
1780352840.238,1415255.0,7052.667,9.415854,,,,
1780352840.301,1415280.0,7052.67,9.416096,,,,
1780352840.301,1415305.0,7052.625,9.416337,,,,
1780352840.368,1415330.0,7052.693,9.416337,,,,
1780352840.369,1415355.0,7052.705,9.416096,,,,
1780352840.369,1415380.0,7052.647,9.416337,,,,
1780352840.435,1415405.0,7052.541,9.416337,,,,
1780352840.436,1415430.0,7052.446,9.416096,,,,
1780352840.436,1415455.0,7052.393,9.416337,,,,
1780352840.510,1415480.0,7052.446,9.416337,,,,
1780352840.510,1415505.0,7052.431,9.416577,,,,
1780352840.511,1415530.0,7052.473,9.416819,,,,
1780352840.587,1415555.0,7052.601,9.416577,,,,
1780352840.588,1415580.0,7052.655,9.416337,,,,
1780352840.589,1415605.0,7052.75,9.416577,,,,
1780352840.650,1415630.0,7052.754,9.416819,,,,
1780352840.651,1415655.0,7052.77,9.41706,,,,
1780352840.718,1415680.0,7052.898,9.416819,,,,
1780352840.718,1415705.0,7052.887,9.41706,,,,
1780352840.719,1415730.0,7052.933,9.416819,,,,
1780352840.784,1415755.0,7052.921,9.416577,,,,
1780352840.785,1415780.0,7052.94,9.416577,,,,
1780352840.785,1415805.0,7052.913,9.416577,,,,
1780352840.853,1415830.0,7052.978,9.416577,,,,
1780352840.853,1415855.0,7053.028,9.416337,,,,
1780352840.919,1415880.0,7053.085,9.416337,,,,
1780352840.919,1415905.0,7053.1,9.416096,,,,
1780352840.920,1415930.0,7053.138,9.415854,,,,
1780352841.004,1415955.0,7053.16,9.415854,,,,
1780352841.005,1415980.0,7053.194,9.415854,,,,
1780352841.006,1416005.0,7053.311,9.415854,,,,
1780352841.006,1416030.0,7053.375,9.415854,,,,
1780352841.068,1416055.0,7053.428,9.416096,,,,
1780352841.068,1416080.0,7053.405,9.415854,,,,
1780352841.134,1416105.0,7053.406,9.415854,,,,
1780352841.135,1416130.0,7053.433,9.415854,,,,
1780352841.135,1416155.0,7053.406,9.415854,,,,
1780352841.202,1416180.0,7053.357,9.415854,,,,
1780352841.202,1416205.0,7053.441,9.415854,,,,
1780352841.269,1416230.0,7053.419,9.415854,,,,
1780352841.270,1416255.0,7053.324,9.415613,,,,
1780352841.270,1416280.0,7053.331,9.415613,,,,
1780352841.337,1416305.0,7053.38,9.415854,,,,
1780352841.338,1416330.0,7053.372,9.415854,,,,
1780352841.339,1416355.0,7053.384,9.416096,,,,
1780352841.418,1416380.0,7053.41,9.416096,,,,
1780352841.419,1416405.0,7053.441,9.415854,,,,
1780352841.419,1416430.0,7053.494,9.415854,,,,
1780352841.483,1416455.0,7053.449,9.415613,,,,
1780352841.483,1416480.0,7053.426,9.415854,,,,
1780352841.484,1416505.0,7053.479,9.415854,,,,
1780352841.553,1416530.0,7053.552,9.416096,,,,
1780352841.553,1416555.0,7053.567,9.416096,,,,
1780352841.617,1416580.0,7053.699,9.415854,,,,
1780352841.617,1416605.0,7053.734,9.415854,,,,
1780352841.618,1416630.0,7053.851,9.415613,,,,
1780352841.703,1416655.0,7053.877,9.415613,,,,
1780352841.704,1416680.0,7053.806,9.415372,,,,
1780352841.705,1416705.0,7053.81,9.415613,,,,
1780352841.769,1416730.0,7053.768,9.415613,,,,
1780352841.770,1416755.0,7053.746,9.415613,,,,
1780352841.771,1416780.0,7053.726,9.415613,,,,
1780352841.835,1416805.0,7053.662,9.415854,,,,
1780352841.836,1416830.0,7053.635,9.415854,,,,
1780352841.837,1416855.0,7053.719,9.415613,,,,
1780352841.902,1416880.0,7053.764,9.415854,,,,
1780352841.903,1416905.0,7053.797,9.415613,,,,
1780352841.987,1416930.0,7053.714,9.415613,,,,
1780352841.989,1416955.0,7053.756,9.415613,,,,
1780352841.990,1416980.0,7053.711,9.415372,,,,
1780352841.990,1417005.0,7053.662,9.415613,,,,
1780352842.067,1417030.0,7053.685,9.415854,,,,
1780352842.068,1417055.0,7053.711,9.415854,,,,
1780352842.069,1417080.0,7053.75,9.415854,,,,
1780352842.135,1417105.0,7053.658,9.415613,,,,
1780352842.136,1417130.0,7053.658,9.415613,,,,
1780352842.137,1417155.0,7053.494,9.415613,,,,
1780352842.218,1417180.0,7053.555,9.415854,,,,
1780352842.220,1417205.0,7053.346,9.416096,,,,
1780352842.220,1417230.0,7053.346,9.416096,,,,
1780352842.302,1417255.0,7053.149,9.416337,,,,
1780352842.302,1417280.0,7053.102,9.416337,,,,
1780352842.303,1417305.0,7053.209,9.416337,,,,
1780352842.368,1417330.0,7053.22,9.416096,,,,
1780352842.369,1417355.0,7053.228,9.415854,,,,
1780352842.369,1417380.0,7053.201,9.415613,,,,
1780352842.435,1417405.0,7053.277,9.415613,,,,
1780352842.436,1417430.0,7053.292,9.415372,,,,
1780352842.436,1417455.0,7053.277,9.415613,,,,
1780352842.500,1417480.0,7053.189,9.415854,,,,
1780352842.500,1417505.0,7053.25,9.415854,,,,
1780352842.568,1417530.0,7053.255,9.415854,,,,
1780352842.569,1417555.0,7053.156,9.415854,,,,
1780352842.570,1417580.0,7053.061,9.415613,,,,
1780352842.650,1417605.0,7053.031,9.415613,,,,
1780352842.654,1417630.0,7053.028,9.415372,,,,
1780352842.654,1417655.0,7052.926,9.415132,,,,
1780352842.718,1417680.0,7052.88,9.41489,,,,
1780352842.719,1417705.0,7052.899,9.414889,,,,
1780352842.719,1417730.0,7052.956,9.414889,,,,
1780352842.785,1417755.0,7052.875,9.414648,,,,
1780352842.786,1417780.0,7052.951,9.414648,,,,
1780352842.786,1417805.0,7052.882,9.414408,,,,
1780352842.852,1417830.0,7052.898,9.414408,,,,
1780352842.853,1417855.0,7052.83,9.414649,,,,
1780352842.917,1417880.0,7052.917,9.414649,,,,
1780352842.918,1417905.0,7052.902,9.41489,,,,
1780352842.919,1417930.0,7052.849,9.415132,,,,
1780352842.984,1417955.0,7052.849,9.415372,,,,
1780352842.985,1417980.0,7052.693,9.415372,,,,
1780352842.985,1418005.0,7052.652,9.415613,,,,
1780352843.050,1418030.0,7052.564,9.415613,,,,
1780352843.051,1418055.0,7052.603,9.415854,,,,
1780352843.117,1418080.0,7052.569,9.415613,,,,
1780352843.117,1418105.0,7052.536,9.415613,,,,
1780352843.118,1418130.0,7052.474,9.415372,,,,
1780352843.184,1418155.0,7052.439,9.415372,,,,
