file,speed,delay,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
speed80_delay5.csv,80,5,sensor1, sensor2,Crack 3,9388.196,9368.166,533,757,677,677,9252.077,45.187874,44.64960726,0.003236037,0.538266736,166.335141,44.41968021
speed80_delay5.csv,80,5,sensor1, sensor2,Crack 3,9397.418,9421.701,2969,3189,3080,3080,9292.385,45.181664,44.64904157,0.003236037,0.532622433,164.5909392,44.32811847
speed80_delay50.csv,80,50,sensor1, sensor2,Crack 1,9346.954,9339.627,119,143,133,133,9329.191,44.723995,44.65503856,0.004293195,0.068956438,16.06179804,24.11588321
speed80_delay50.csv,80,50,sensor1, sensor2,Crack 1,9346.988,9360.872,212,237,222,222,9338.597,44.725597,44.65512586,0.004293195,0.070471141,16.41461299,24.30461295
speed80_delay50.csv,80,50,sensor1, sensor2,Crack 2,9360.472,9350.688,84,106,95,95,9298.317,44.904839,44.65205923,0.004293195,0.252779769,58.87916702,35.39923315
speed80_delay50.csv,80,50,sensor1, sensor2,Crack 2,9369.004,9387.324,248,273,262,262,9319.542,44.906387,44.6558657,0.004293195,0.250521304,58.35311016,35.32128017
speed80_delay50.csv,80,50,sensor1, sensor2,Crack 3,9385.575,9369.807,44,69,57,57,9259.238,45.156689,44.65906,0.004293195,0.497629,115.9110996,41.28250052
speed80_delay50.csv,80,50,sensor1, sensor2,Crack 3,9395.6,9417.678,287,312,299,299,9293.406,45.157696,44.6572288,0.004293195,0.500467196,116.5721913,41.33189921
speed90_delay10.csv,90,10,sensor1, sensor2,Crack 1,9337.198,9333.176,665,753,706,706,9323.518,44.736462,44.66417421,0.003217175,0.072287787,22.46933763,27.0318054
speed90_delay10.csv,90,10,sensor1, sensor2,Crack 1,9342.757,9356.896,913,1007,969,969,9338.979,44.732342,44.6640803,0.003217175,0.068261703,21.21790315,26.53404925
