timestamp,sensor1,sensor2,sensor1_smooth,sensor2_smooth
498255.0,5764.21,82.806328,5771.607999999999,82.80096830000001
498305.0,5735.54,82.812302,5766.704,82.8027574
498355.0,5757.02,82.812302,5767.161,82.8027574
498405.0,5717.44,82.806328,5771.318000000001,82.8015649
498455.0,5765.52,82.830177,5756.6720000000005,82.810505
498505.0,5755.71,82.824203,5755.165999999999,82.8134842
498555.0,5768.14,82.78846,5750.405,82.8087174
498605.0,5760.29,82.776527,5753.01,82.8039498
498655.0,5819.75,82.818253,5758.695000000001,82.80752570000001
498705.0,5747.24,82.752701,5759.085999999999,82.8027581
498755.0,5807.76,82.770584,5763.441000000001,82.7991837
498805.0,5705.87,82.830177,5760.474,82.8009712
498855.0,5766.83,82.824203,5761.455,82.8021613
498905.0,5802.45,82.800377,5769.956,82.80156620000001
498955.0,5749.84,82.818253,5768.387999999999,82.8003738
499005.0,5742.68,82.794411,5767.085,82.79739459999999
499055.0,5749.84,82.806328,5765.255,82.7991814
499105.0,5732.95,82.782494,5762.520999999999,82.7997781
499155.0,5722.6,82.812302,5752.806,82.799183
499205.0,5720.67,82.812302,5750.148999999999,82.80514310000001
499255.0,5787.88,82.800377,5748.160999999999,82.8081224
499305.0,5830.45,82.794411,5760.619,82.8045458
499355.0,5769.46,82.776527,5760.882,82.7997782
499405.0,5751.8,82.794411,5755.817000000001,82.79918159999998
499455.0,5751.14,82.78846,5755.947,82.79620229999999
499505.0,5759.63,82.78846,5757.642,82.79560719999999
499555.0,5778.66,82.734833,5760.523999999999,82.78845770000001
499605.0,5709.72,82.78846,5758.200999999999,82.7890543
499655.0,5760.94,82.78846,5762.035000000001,82.78667010000001
499705.0,5747.24,82.812302,5764.692000000001,82.78667010000001
499755.0,5826.43,82.794411,5768.5470000000005,82.78607350000001
499805.0,5805.77,82.818253,5766.079,82.78845770000001
499855.0,5848.6,82.812302,5773.993,82.79203520000002
499905.0,5728.42,82.776527,5771.655,82.7902468
499955.0,5725.19,82.794411,5769.06,82.7908419
500005.0,5746.58,82.794411,5767.755,82.791437
500055.0,5798.47,82.78846,5769.736000000001,82.7967997
500105.0,5736.19,82.806328,5772.383,82.7985865
500155.0,5687.32,82.800377,5765.021,82.7997782
500205.0,5712.29,82.776527,5761.526,82.79620070000001
500255.0,5745.93,82.794411,5753.476000000001,82.7962007
500305.0,5687.32,82.782494,5741.630999999999,82.7926248
500355.0,5779.97,82.752701,5734.768,82.7866647
500405.0,5719.38,82.782494,5733.864,82.7872614
500455.0,5824.43,82.770584,5743.788,82.78487870000001
500505.0,5760.94,82.78846,5745.224,82.7842836
500555.0,5716.16,82.800377,5736.993,82.7854753
500605.0,5759.63,82.782494,5739.337,82.78309190000002
500655.0,5875.69,82.770584,5758.174,82.78011260000001
500705.0,5736.84,82.78846,5760.628999999999,82.78130589999999
500755.0,5740.73,82.78846,5760.1089999999995,82.7807108
500805.0,5709.08,82.818253,5762.285000000001,82.78428670000001
500855.0,5793.83,82.794411,5763.671,82.78845770000001
500905.0,5764.87,82.794411,5768.22,82.7896494
500955.0,5785.24,82.78846,5764.3009999999995,82.791437
501005.0,5771.42,82.794411,5765.349,82.7920321
501055.0,5721.96,82.764618,5765.929,82.7884562
501105.0,5857.37,82.800377,5775.7029999999995,82.7902445
501155.0,5886.6,82.776527,5776.794,82.7908388
501205.0,5777.34,82.794411,5780.844,82.7914339
501255.0,5714.87,82.78846,5778.258000000001,82.7914339
501305.0,5664.46,82.794411,5773.796,82.78904969999999
501355.0,5827.1,82.812302,5777.123,82.7908388
501405.0,5729.71,82.782494,5773.606999999999,82.78964710000001
501455.0,5728.42,82.800377,5767.925,82.7908388
501505.0,5742.68,82.800377,5765.051,82.79143540000001
501555.0,5729.71,82.782494,5765.826,82.79322300000001
501605.0,5727.12,82.782494,5752.801000000001,82.79143470000001
501655.0,5755.71,82.824203,5739.712,82.79620230000002
501705.0,5814.41,82.78846,5743.419,82.7956072
501755.0,5734.89,82.78846,5745.421,82.79560719999999
501805.0,5717.44,82.782494,5750.719,82.7944155
501855.0,5791.19,82.812302,5747.128,82.79441550000001
501905.0,5675.23,82.800377,5741.68,82.79620380000001
501955.0,5822.42,82.758667,5751.08,82.79203280000002
502005.0,5774.71,82.782494,5754.282999999999,82.7902445
502055.0,5723.89,82.800377,5753.700999999999,82.79203280000002
502105.0,5682.86,82.78846,5749.275,82.79262940000001
502155.0,5803.11,82.776527,5754.015,82.7878618
502205.0,5756.36,82.794411,5748.210000000001,82.7884569
502255.0,5759.63,82.78846,5750.683999999999,82.7884569
502305.0,5763.56,82.78846,5755.296,82.7890535
502355.0,5799.79,82.78846,5756.156,82.7866693
502405.0,5736.84,82.794411,5762.317,82.7860727
502455.0,5768.8,82.800377,5756.955,82.7902437
502505.0,5757.02,82.78846,5755.186,82.79084030000001
502555.0,5812.42,82.794411,5764.039,82.79024369999999
502605.0,5718.09,82.812302,5767.562,82.79262790000001
502655.0,5772.74,82.78846,5764.525,82.7938212
502705.0,5815.08,82.794411,5770.397,82.7938212
502755.0,5815.08,82.728874,5775.942,82.7878626
502805.0,5791.85,82.782494,5778.771,82.78726600000002
502855.0,5766.18,82.818253,5775.41,82.79024530000001
502905.0,5778.0,82.782494,5779.526,82.78905360000002
502955.0,5713.58,82.806328,5774.004000000001,82.78964870000001
503005.0,5735.54,82.800377,5771.856000000001,82.79084040000001
503055.0,5763.56,82.800377,5766.969999999999,82.791437
503105.0,5758.32,82.812302,5770.993,82.791437
503155.0,5735.54,82.78846,5767.273,82.791437
503205.0,5749.84,82.800377,5760.749000000001,82.7920336
503255.0,5709.08,82.78846,5750.149,82.7979922
503305.0,5781.95,82.794411,5749.159,82.79918389999999
503355.0,5779.97,82.794411,5750.538,82.7967997
503405.0,5683.5,82.818253,5741.088000000001,82.80037560000001
503455.0,5738.78,82.806328,5743.608,82.80037560000001
503505.0,5694.98,82.78846,5739.552000000001,82.7991839
503555.0,5791.19,82.734833,5742.315,82.7926295
503605.0,5703.95,82.800377,5736.878,82.791437
503655.0,5713.58,82.782494,5734.681999999999,82.79084040000001
503705.0,5742.68,82.806328,5733.965999999999,82.7914355
503755.0,5729.71,82.806328,5736.0289999999995,82.7932223
503805.0,5758.32,82.776527,5733.666,82.7914339
503855.0,5789.2,82.800377,5734.588999999999,82.7920305
503905.0,5782.61,82.794411,5744.5,82.78964629999999
503955.0,5686.68,82.806328,5739.29,82.7896463
504005.0,5773.39,82.794411,5747.130999999999,82.79024139999999
504055.0,5789.87,82.818253,5746.999,82.7985834
504105.0,5661.93,82.812302,5742.7970000000005,82.7997759
504155.0,5707.8,82.800377,5742.219000000001,82.8015642
504205.0,5809.09,82.812302,5748.859999999999,82.8021616
504255.0,5739.43,82.78846,5749.832,82.80037480000001
504305.0,5751.14,82.800377,5749.114,82.8027598
504355.0,5870.25,82.722916,5757.219,82.7950137
504405.0,5705.23,82.794411,5749.481,82.7950137
504455.0,5725.83,82.800377,5753.395999999999,82.7944186
504505.0,5762.9,82.806328,5752.347,82.7956103
504555.0,5752.45,82.782494,5748.605,82.7920344
504605.0,5754.41,82.806328,5757.853,82.791437
504655.0,5734.89,82.812302,5760.562,82.7926295
504705.0,5715.51,82.794411,5751.204,82.79084040000001
504755.0,5716.16,82.800377,5748.876999999999,82.7920321
504805.0,5787.22,82.776527,5752.485000000001,82.7896471
504855.0,5795.82,82.758667,5745.0419999999995,82.79322219999999
504905.0,5779.31,82.818253,5752.45,82.79560640000001
504955.0,5773.39,82.776527,5757.206,82.79322140000001
505005.0,5644.3,82.746742,5745.3460000000005,82.78726280000001
505055.0,5781.29,82.776527,5748.230000000001,82.7866661
505105.0,5712.29,82.740776,5744.018000000001,82.7801109
505155.0,5822.42,82.722916,5752.771,82.77117230000002
505205.0,5785.24,82.776527,5759.744,82.76938390000001
505255.0,5790.53,82.776527,5767.181,82.7669989
505305.0,5818.42,82.782494,5770.3009999999995,82.7675956
505355.0,5816.41,82.794411,5772.360000000001,82.77117000000001
505405.0,5733.6,82.824203,5767.789000000001,82.77176499999999
505455.0,5651.84,82.794411,5755.634,82.7735534
505505.0,5211.77,73.023994,5712.380999999999,81.8012786
505555.0,5217.67,72.97924,5656.019,80.82154990000001
505605.0,5154.06,72.962448,5600.196,79.84371709999999
505655.0,5126.46,73.096771,5530.599999999999,78.88110259999999
505705.0,5248.43,73.618446,5476.919,77.9652945
505755.0,5312.73,73.534172,5429.139,77.041059
505805.0,5257.68,73.534172,5373.0650000000005,76.1162268
505855.0,5219.81,73.528564,5313.405,75.1896421
505905.0,5223.58,73.584724,5262.403,74.26569419999998
505955.0,5115.61,72.845016,5208.780000000001,73.2707547
506005.0,5155.64,72.688576,5203.1669999999995,73.2372129
506055.0,5136.32,72.554642,5195.032,73.1947531
506105.0,5105.31,72.493286,5190.157,73.1478369
506155.0,5072.65,72.454254,5184.776,73.0835852
506205.0,5112.52,72.470993,5171.185,72.9688399
506255.0,5082.3,72.526749,5148.142,72.86809760000001
506305.0,5089.95,72.387375,5131.369000000001,72.75341790000002
506355.0,5128.02,72.353951,5122.19,72.63595660000001
506405.0,5118.19,72.33168,5111.651000000001,72.51065220000001
506455.0,5079.25,72.275978,5108.015,72.45374840000001
506505.0,5071.12,72.454254,5099.563,72.43031620000001
506555.0,5133.21,72.565804,5099.252,72.4314324
506605.0,5112.52,72.470993,5099.973,72.4292031
506655.0,5118.19,72.398521,5104.527,72.4236298
506705.0,5110.46,72.420822,5104.321,72.41861270000001
506755.0,5101.72,72.476562,5106.263,72.41359400000002
506805.0,5067.58,72.404091,5104.026,72.41526560000001
506855.0,5124.39,72.431961,5103.663,72.4230666
506905.0,5079.25,72.409676,5099.768999999999,72.4308662
506955.0,5068.59,72.415245,5098.7029999999995,72.44479290000001
507005.0,5098.13,72.409676,5101.403999999999,72.4403351
507055.0,5076.71,72.476562,5095.753999999999,72.43141089999999
507105.0,5132.69,72.426392,5097.771,72.4269508
507155.0,5080.77,72.498863,5094.029,72.43698499999999
507205.0,5053.95,72.370659,5088.378,72.4319687
507255.0,5136.84,72.431961,5091.889999999999,72.4275086
507305.0,5151.45,72.437538,5100.277,72.4308533
507355.0,5169.82,72.420822,5104.82,72.4297394
507405.0,5115.61,72.448685,5108.456,72.43364030000001
507455.0,5102.75,72.431961,5111.872,72.4353119
507505.0,5075.18,72.470993,5109.577,72.44144360000001
507555.0,4988.85,72.448685,5100.791,72.4386559
507605.0,5046.91,72.409676,5092.213000000001,72.4369843
507655.0,5088.42,72.431961,5092.978,72.4302941
